class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
,@lizrocks606,"ninja nurse, super mom, peaceful quiet liberal agnostic , supporter of all righteous causes and reality TV junkie, beer enthusiast",Nurse Wratchet,2841,325,774,2729034976
,@jassimmy84,Registered Nurse,Simran Insan,7547,325,59,2853009278
,@mzfitz,"podcast junkie #2A #vegan #CatastrophicGenealogist Nurse Practitioner, Palliative Medicine #FreedAmir #LFLSteward",Kate,783,325,754,2923698213
,@TheSocialNurse,Connecting. Curating. Coaching,The Social Nurse,444,325,751,3948635412
,@trishvanderpool,"Doctor, Nurse, FNP-BC, ANP-BC, Educator, Entrepreneur, Author, Songstress, fan of the color pink, and genuine Cookie Lover!",Dr.TrishVanderpool,341,325,536,4883420333
,@Cazzytin,REGISTERED NURSE II Tonilex Member,Al kizzy L. Jimenez,9394,324,382,2423368183
,@duwadiva,Date a Nurse it's Sickless and Care filled ...Duwa is nice & loving #Music #ProudlyALifeSaver @olusolamipe IG: @mz_duwa,Duwa,1995,324,320,2463582839
,@pamvtcaremaker,Registered Nurse UK,pam vassallo-todaro,288,324,482,2487112654
,@shiv_smith,Proud to be a nurse__ Emergency care background. RCN AO London - Kings Fund. Present: Jnr Uro-Oncology CNS @MEHT. Views are totally my own.,Shiv Smith,4389,324,538,2740630786
,@MalPal916,ULM Warhawk. _ lady. Nurse to be.,Mallory Fussell,1727,323,397,2411542195
,@skinperfection_,"qualified, registered nurse fully insured.offering anti wrinkle injections /dermal fillers.flexible working hours to suit your needs.call laura - 07742234984",Skin Perfection,41,323,1308,2873206808
,@Miss_Lanellee,#NAME?,-Shaniece_æ¢,5364,323,396,2953827020
,@cgracetodd,"mom,writer,nurse listening to news, stock picks, fantasy/sci-fi while I cook, garden, hike and explore architectural sites.",Connie Grace,344,323,589,3449484254
,@shayyy_p,OSU-OKC. Veterinary Nurse Major,Shayna Prince,878,322,540,2752701429
,@lhynnRN,nurse. 25. Part time Writer. Sushi lover. wanderlust. busy loving life,Lhynn Abalos,1546,322,66,2766899147
,@isaacnurse99,905|Brantford 99ers Jr.B,Isaac Nurse,30,322,305,2909584897
,@itsadarrenatic,Student Nurse||20 y.o||____________ Angel in Training || RN in th Making! :),frances__,21081,322,138,3069725112
,@dweaaalol,"I like playing video games :3, turning 19 soon, future nurse (lol),weird and a bit funny ^.^, quite af unless I know u then u trip yo ass and be like 0.o omg!",Dwea,279,322,913,3987625879
,@putualfi,Chorister Nurse | @FIKUI2012 | Bass 1 @bahananusantara 2015 | Bass 1 @ParagitaChoir Class of 2015 | IG: @putualfi | PATH: Putu Alfio Andhika,Alfio Andhika,1430,321,697,2368305330
,@100GreatNurses,100 Great Iowa Nurses recognizes outstanding nurses while raising money for scholarships to support the continued education of future Iowa  nurse leaders,100 Great Nurses,1469,321,568,2645832890
,@mgreenfield1952,"RN, Hospice nurse, crazy Oregon duck fan,dog lover, MorMor, wife, mother and book lover. A wee bit fond of Outlander",MG,317,321,700,2865895476
,@e_toys_r,DJ Pco / 21 / Nurse Egg / FFKTOY'S / HOUSE / ROCK / deep / future / EDM / __ Pep&Rash __ / ZEDD / sakanaction / club / fes,ayaka,1420,321,401,2949455964
,@Roxy__Ryan,"Roxy Ryan, 26, Engaged,Vet Nurse. Can't access my old account @roxy_ryan at the moment so starting again here! drag is life! sissy that walk! adore",Roxy Ryan,584,321,948,3227805894
,@cancerbrat,Nurse and freelance writer working on her book. Creator of literary nonfiction for the curious thinker.,Terry,387,320,1888,2433141134
,@beelouxo,19 | Walsall | Dental Nurse,Bee,164,320,204,2955416667
,@Oily365,"Semi-Crunchy aka Scrunchy Mom, Wife, and Nurse Takes Over The Home..... One Chemical and Synthetic Product at a Time!",Oily 365,203,320,1356,3346230353
,@ErinBWellness,"Nurse~Health Coach~ Autoimmune Thriver~ I have found healing by treating the cause, not just the symptoms. We all have this ability. I can help you find yours.","Erin Briggs, RN",92,320,808,4382811552
,@KWychulis,"When you stop chasing the wrong things, you give the right things a chance to catch you #BBN #Nurse Snap chat & IG: Kwychulis",Katie Wychulis __,4752,319,295,2810082429
,@mandychuvz,"Nurse | Former OFW | Sales Person | Aspiring Investor, Billionare, Philanthropist | Realist-Escapist | ALDUB-MAIDEN fangirl | MAICHARD hopeful |",Manilyn Layson,12718,318,570,2477240688
,@Rae_Bae21,"God is within her, she will not fail!/Eyes on the prize!/On the road to my nursing career!(Pediatric Oncology Nurse!)",$ha3___,514,318,449,2681450093
,@GroveAesthetics,"Registered Nurse. BSc (Hons), Nurse Prescriber.",Grove Aesthetics,17,318,61,2951836685
,@NurseMelissa13,"I am Melissa,a nurse at day,at night I am a crime fighter with super powers. I love taking care of the sick and injured and saving the defenseless,its rewarding",Nurse Melissa Yuuhi,58,318,1027,2956943899
,@JediMaiden,24 | Registered  Nurse | i play league of legends (NA) | J4 is bae | add me on league: kittypancake || that basically sums up my life ____ ___,Tiff,3574,318,636,3055301706
,@rsugatov2,Abigail Keeso is a Full-Time Paediatric Registered Nurse and creator of http://ThatCleanLife.com - creating simple and,brea  Bingel,1595,318,2250,3324079198
,@sofiebeckwith,"#journalist and veterinary nurse. love travel,volunteer when I can, #animal advocate every day. voice for the #environment. #wildlife & words..my own views",S Beckwith,591,318,499,3535734856
,@charliekmiecik,I'm 18  going to be studying to be a nurse and going into the military. I love animals especially cats. I'm a health freak and i love watching YouTube.,Charlenekmiecik18,52,318,632,4817847669
,@Darkest_Earl,"||nce something is truly lost, one can never get it back|| __ am the arl _iel Phantomhive, son of Vincent___Falling for my Alois?_#OpenRp #Yaoi_",Ciel Phantomhive,126,317,562,2852379363
,@MidwestMom_RN,Night nurse. Mom. Runner. I tolerate winter only for the perfect summer weather.,"Me, RN",326,317,390,2907490478
,@silentdeer7,"_|Nurse|__|one of the 5million EXO-L stars & counting|__|overdosed with EXO's charms|_ sideline: shawol __(ƒç`__)",hya*__*_EXO,2654,317,1516,3073418623
,@tinah_kerry,Student Nurse ____________ God first....photoaddict _____ï_.. IG @Tinah_Kerry,Tinah Kerry,1382,317,275,3318924069
,@abahbah_,"don't fw me, I could be your nurse one day.",andrea.. _,12595,316,606,2422829131
,@ClareCable,"Chief Exec and Nurse Director of Queen's Nursing Institute, Scotland (QNIS), views are my own",Clare Cable,163,315,204,2406834086
,@DailyNursing,We help #nurses & #nursing students find their dream job. | Scholarships | Jobs | Career Advice | Events | Powered by @springerpub,The Daily Nurse,677,315,1069,3131153285
,@WATT_Ariana,Nurse Hospital,watt-Ariana,33108,315,90,3243657285
,@ThandekaThedos,"Sdudla esihle,loving n caring for my family n friends like to meet new people,nurse student,mother of 2",T4thandeka,936,314,730,2386321912
,@melanie_coxon,"Passionate and enthusiastic SCPHN, realising I can't change the world!!..But I'm happy being the BEST school nurse I can be ..working with LAC & SEN , CYP.",melanie coxon,1915,313,582,2426972301
,@SGHallowell,Nurse Practitioner @ChildrensPhila/ Assistant Professor @VillanovaU/ Scholar @AAN_Nursing/#IBCLC/ Pres. PADELVAL @NAPNAP/@Penn_CHOPR @PennLDI alum/ Multitasker,"SG Hallowell, PhD",1018,313,439,2478206713
,@monicamartoff,I'm now a retired nurse who is FiNALLY getting a shot at her music dreams after all these years. I love to read non-fiction and even watch Supergirl at times.,Monica Martoff Music,227,313,201,2996298284
,@jordankelly251,my dream job is a social worker or a nurse still thinking,jordan kelly,321,312,1473,2492936469
,@debravasquez59,"#Coloradan, #nurse, #activist, #progressive #politics, #MaydayPAC, #UniteBlue, #LibCrib, #ConnectTheLeft, #KindnessIsMagic, #laughter, #music, #peace, #GoPackGo",Debra Vasquez,191,312,397,2661162296
,@BeautyNurseTO,Board Certified Aesthetic Nurse Specialist at The Plastic Surgery Clinic. To get your skin glowing call 416-928-9494 #Botox #Juvederm @franklista @drjahmad,Jenny Cajucom RN,1477,312,333,2798878396
,@erinkeller777,"Actress, Social Media Manager, Registered Nurse and Photographer. Represented by Leo Management: http://www.leomanagement.ca",Erin Keller,202,312,705,2906316414
,@Blunt_Barbiexo,Takennnn. Dreams of becoming a registerd nurse. Love fitness. Panda Bears,Sarcastic Babe,1280,311,379,2578765630
,@jennakbrewer,CHS '16 _ EKU '20 _ Varsity Soccer _ Future Nurse _ Snapchat: jenna.brewer _ Instagram: jenna_brewer11,Jenna Brewer,702,311,353,2708144335
,@NurseOnCallJobs,"Nurse on Call is Ireland's Leading Nursing Recruitment Agency. We supply nurses & carers to the HSE, Private & Voluntary Hospitals and Care Units.",Nurse On Call Jobs,239,311,175,2775665663
,@ClareHawkinsHCT,Director of Quality & Governance/Chief Nurse at Hertfordshire Community NHS Trust - @HCTNHS,Clare Hawkins,1265,311,204,2808049516
,@wcpEVER,"Worst Comic Podcast Ever is the love child of Jerry, John, and Cullen. We're like the View, but pro-vaccination, pro-nurse, and we freakin' love comics.",WCPE,1274,311,971,2830732574
,@kriskaylamharis,Kristine Kayla Mharis | 18 | June 30 | Filipina | Cancer | Nickster | Swiftie | Bookworm | Lasallian | Student Nurse | @kristinekaylamharis on IG & Tumblr,Kristine K M Aviles,1494,311,324,2885882546
,@AnaLazic0,Serbia -18 -Lovers of coffee _‰â» -nurse -love rock and reggae,Karma Bog,47,311,638,2981948991
,@doctorj6245,"Psychologist, Registered Nurse First Assistant in Surgery, Author, Black Belt Karate, Musician",James Farmer Psy.D.,214,311,1758,3028801682
,@lymooniiii,__ __ __ ___ ___ ____ ____________________________,Nurse,156,311,394,4201008508
,@BrendaGlaze2,"Retired nurse, ICU, Behavioral Health, several years of travel nursing.  Now working in mlm business and enjoying my retirement.",Brenda Glaze,182,311,446,4352647408
,@picturesbybgale,"Photographer, ICU nurse, genealogy, family history, American history, travel, Czech, Scottish, Native American, French, looking at the world through my lens.",Brenda Gale Hooper,1971,310,1992,2394618488
,@DheavyNurse,I am Nurse,Dheavy Nurse,16,310,1088,2484993248
,@suzieC1234,Working as a band 6 school nurse after completing the SCPHN course in 2015. Proud to make a difference to the C&YP in Sandwell. Proud netball and football mum:),Sue Clement,535,310,605,2727093077
,@mrsBSN_RN,"Career change, 30-something wife, dog mom, new EMT & student nurse (accl BSN)... because my first 2 degrees just weren't enough",Mrs. Student Nurse,676,310,193,2995061033
,@Shop_Divinity,"Registered Nurse, Spiritual medium, author of That's the Spirit and owner of Divinity Spirit Shop . Devoted to delivering healing messages from spirit!",Divinity Spirit Shop,884,309,484,2559189093
,@Monroe_Qx,Future nurse,Qiana,2146,309,300,3073507426
,@AnnaSagucio,Step forward and you will get through,Nurse Anna,24517,308,144,2409205379
,@_ErrinnnDenisee,_ 17' _ Future Neonatal Nurse _ My Fav. @Kendram__ __ _ Dandre DeSean __ Boyfriend here I love you Pooh Bear,42601,6114,308,357,2819127289
,@Libby_1710,"London, NYC, Nurse, Hammersmith&Fulham, #Arsenal #CastlefordTigers",Libby_S,1273,308,261,2866754983
,@AlleeChelsea,Lourdes 2020 _nurse anesthesiology_ Matthew Torres,Chelsea Allee,1204,308,332,3199439704
,@KatNurse77,"Nurse, mom, wife... lover of life and reader of books",Kat,357,308,1176,3393029968
,@ICU_RN_Traveler,46__Wife__Mom__Granny__Friend__ICU RN__Travel Nurse__Witty,Gypsy Nurse,93,306,381,2703043433
,@THICKLILTHANG,21 AND A FUTURE NURSE IN SOMEBODYS HOSPITAL!!!!!,Gabrielle Morris,151,304,1507,2475343823
,@CounsellorHW,"Don't go cryin to ya mama,'cause I'm here to talk about ya problems // The one who wrote the Nurse Stump/Emma fanfic",T.H.W. (*^_^*),570,304,109,2706311424
,@BexJ80,Writer/Student/Former Vet Nurse/BA English/Creative Writing @Newman_Uni. Mother/Feminist/Bibliophile/Misanthropist/Proud Brummie/Crazy Cat Lady/Legend,Rebecca Jones,554,304,943,2784190289
,@focusonmeirl,"Owner @ focus on me; health promotion professional : nutrition, sports nutrition, health and wellness coach. registered general nurse.",Focus on me,97,304,813,2887283121
,@thmedical,Owner #Injectables Nurse #CSPSN  #CANS http://www.facebook.com/THMedicalAesthetics #Antiaging #Skincare #Beauty #NaturallyYourBest,THMedical Aesthetics,49,304,577,2894733844
,@Hebizukai,Ophiuchus _________Snakes use poison to kill. Nurses use the same poison to save lifes. That's me~ I'm the snake and the nurse~__Key Owner: @celestialmage1,Ophiuchus____,235,304,297,2920036895
,@arjuah,"proud nurse .IG: datcutedarkgal. Snapchat: KonadudeeFB: Maame Adwoa Konadu #YFm #YArmy#ROWM #FOOD4ALLcharity work lover.ELORM Adablah(EL) lover.FOOD lover",Aj,1036,304,222,3199810938
,@keirapayneeee,Nineteen years old & a full time Nursery Nurse.,Keira Payne,16,304,884,4294577781
,@johnbranco973,"Soccer Player___, Architect Intern_, Newark Police Explorer, Future nurse & I'm employed. 12/29/15",John D Branco,415,304,998,4875191061
,@Tavinnea,"Nurse, gamer, schmoozer, lover of coffee & argyle socks. I kick ass & don't take names. If there's a nuke in the game, I'll blow myself up with it. Guaranteed.",Tavinnea Inriathan,5242,303,214,2914468921
,@bingdetorres,"nurse by vocation, USANA / SENDOUTCARDS / OSP by passion",entrepnurse,44,303,332,4109757299
,@jkpresentz,Love to make People  Hacker/ Rapper/Chereographer/Editor/Nurse/ Phunny/ last but not least a Writer and a Fighter who never quit_€ù#AFGHAN #ProudMuslim,JK ,1546,302,21,2374129326
,@MassCRNA,The Massachusetts Association of Nurse Anesthetists is the professional association for #CRNA in Mass.,MANA,194,302,224,2413054128
,@DrRobCrouch,"Consultant Nurse/Hon Professor of Emergency Care, UHS/UoS & Consultant Practitioner, Hampshire & Isle of Wight Air Ambulance",Rob Crouch,157,302,111,2425526694
,@JillMHoven,"Love God, family, writing & encouraging others on #faith on #wellness. Nurse founder of @MemoryMinders",Jill Hoven,504,302,576,2612278303
,@bonillal1,Nurse/Professor,Lorena Bonilla,5141,302,684,2653909938
,@MariaCozens,"RNLD, RMHN, Nurse Lecturer at UWL! #proudldnurse",Maria Cozens,648,302,697,2726139436
,@marsha1207,Future nurse _ Stephen Curry #30__ _ Don't give up on your dreams!,annxmrsh_æ¢,8288,302,752,2951853996
,@FineSkinLondon,Aesthetic Nurse Practitioner,Fine Skin London,35,302,379,3233778353
,@miexaChan,Simple person . Im 21 y/o . Nurse to be . Kuala Lumpur. Already taken to MohammedEidham,EmiexaChan,1612,301,804,2444514372
,@CrumbsYorkshire,"Cupcake decorating parties and cupcake creator & supplier. Specialising in childrens parties and workshops. CRB checked, Registered Nurse & a mum myself.",Crumbs Scarborough,129,301,539,2570563112
,@murse_chaos,Aspiring badass. Trauma/adrenaline junkie. Training for a zombie apocalypse. Registered Nurse. Emergency Medical Technician.,Murse Chaos,76,301,197,2583106694
,@male_nurse_mind,Intensive care.,Male Nurse,935,301,120,2754194363
,@sheeneame,"Filipina NurseandAlDub addict",Shin Soo,13805,301,271,3052088977
,@Noushad35843994,"saudi Prometric male nursestaff nurse",NoushadAli,6,301,1946,3558061694
,@__NataliaTaylor,"'Home is behind, the World is ahead' - Student Nurse :)",natalia,16,301,874,4257069740
,@letitshine108,"mom, nurse, deep Knowledge seeker, healthy living, meditator",catherine,175,301,1239,4450287232
,@florakibs,Am amedical nurse by profession. am interested in utilising social media for medical purposes.,Kayaga Claire Flo,2055,300,486,2758470393
,@llinardo81,nurse/wife/mother/ woman of christ/ love music/animals/ god is everthing we need in life be thankful for all the blessings you have. #Revival warrior!,Lori linardo,6535,300,288,2801791431
